,experience_coding,python_user,r_user,sql_user,most_used,compensation,category
18363,27.7,True,True,True,Scikit-learn,76479,25+ Years
18364,4.8,True,False,True,,74542,< 5 Years
18365,26.3,True,False,True,TensorFlow,549,25+ Years
18366,2.6,True,False,True,TensorFlow,2646,< 5 Years
18367,3.9,True,False,False,TensorFlow,21639,< 5 Years
18368,0.79,True,False,False,,72850,< 5 Years
18369,0.74,True,True,False,TensorFlow,108,< 5 Years
18370,15.5,False,False,True,TensorFlow,9108,15-20 Years
18371,9.3,False,True,True,,215505,5-10 Years
18372,3.8,True,False,True,,65940,< 5 Years
18373,4.9,True,True,True,Keras,1534,< 5 Years
18374,0.86,True,False,False,,66822,< 5 Years
18375,2.9,True,False,True,,73095,< 5 Years
18376,1.9,True,False,False,,53925,< 5 Years
18377,0.23,True,False,True,TensorFlow,55273,< 5 Years
18378,0.0,False,False,False,,23062,< 5 Years
18379,27.7,True,True,False,TensorFlow,54147,25+ Years
18380,0.58,True,False,True,,56804,< 5 Years
18381,7.2,True,False,True,Scikit-learn,69909,5-10 Years
18382,10.5,True,False,True,Scikit-learn,19910,10-15 Years
18383,1.9,True,False,False,Scikit-learn,2658,< 5 Years
18384,0.31,False,False,False,,813,< 5 Years
18385,13.8,True,False,False,PyTorch,151356,10-15 Years
18386,29.2,True,False,False,Scikit-learn,51089,25+ Years
18387,3.2,True,False,False,TensorFlow,53030,< 5 Years
18388,2.1,True,True,True,Scikit-learn,56850,< 5 Years
18389,2.4,True,False,False,TensorFlow,57344,< 5 Years
18390,4.4,True,False,False,PyTorch,3570,< 5 Years
18391,3.4,True,False,True,TensorFlow,944,< 5 Years
18392,0.28,True,False,False,Scikit-learn,63540,< 5 Years
18393,3.9,True,False,True,Keras,28532,< 5 Years
18394,12.8,False,False,True,,27256,10-15 Years
18395,17.1,True,False,True,Keras,66934,15-20 Years
18396,3.0,True,True,False,Scikit-learn,1955,< 5 Years
18397,1.3,True,False,False,Keras,58535,< 5 Years
18398,22.2,True,True,False,Scikit-learn,61796,20-25 Years
18399,1.9,True,False,True,TensorFlow,694,< 5 Years
18400,21.0,True,False,True,Scikit-learn,41853,20-25 Years
18401,3.8,True,False,True,TensorFlow,59316,< 5 Years
18402,1.7,True,False,False,Keras,3248,< 5 Years
18403,0.48,False,False,False,,54127,< 5 Years
18404,0.79,True,False,True,Scikit-learn,365,< 5 Years
18405,17.3,True,False,True,TensorFlow,5977,15-20 Years
18406,1.8,True,True,False,TensorFlow,15504,< 5 Years
18407,4.3,True,False,True,Scikit-learn,61908,< 5 Years
18408,11.5,True,False,False,Scikit-learn,27899,10-15 Years
18409,2.4,True,False,False,TensorFlow,829,< 5 Years
18410,5.1,True,False,False,PyTorch,1963,5-10 Years
18411,1.4,False,False,False,Scikit-learn,66286,< 5 Years
18412,0.93,True,False,True,TensorFlow,47329,< 5 Years
18413,0.79,False,True,True,,960,< 5 Years
18414,25.2,True,False,True,Scikit-learn,36667,25+ Years
18415,2.4,True,False,True,,11843,< 5 Years
18416,0.23,True,False,False,,77243,< 5 Years
18417,9.2,True,False,True,Scikit-learn,14103,5-10 Years
18418,1.9,True,False,False,TensorFlow,935,< 5 Years
18419,2.9,True,False,False,TensorFlow,55319,< 5 Years
18420,1.8,True,False,False,,67576,< 5 Years
18421,6.4,True,True,True,Scikit-learn,20351,5-10 Years
18422,0.0,False,False,False,,111622,< 5 Years
18423,7.0,True,False,True,Scikit-learn,32810,5-10 Years
18424,9.8,True,True,False,PyTorch,11613,5-10 Years
18425,4.3,True,False,True,Keras,1442068,< 5 Years
18426,2.5,True,False,False,PyTorch,94301,< 5 Years
18427,0.63,True,False,False,Scikit-learn,60037,< 5 Years
18428,2.2,True,False,False,Keras,72903,< 5 Years
18429,0.57,True,False,False,,5979,< 5 Years
18430,3.2,True,False,False,PyTorch,62981,< 5 Years
18431,24.1,True,False,True,TensorFlow,109881,20-25 Years
18432,1.6,False,False,False,,360,< 5 Years
18433,26.0,True,False,True,TensorFlow,12625,25+ Years
18434,0.0,False,False,False,,45873,< 5 Years
18435,3.0,True,False,False,TensorFlow,1428,< 5 Years
18436,0.39,True,False,False,Scikit-learn,4235,< 5 Years
18437,22.2,True,True,False,TensorFlow,64735,20-25 Years
18438,22.2,True,False,True,,438291,20-25 Years
18439,0.23,True,True,True,,832,< 5 Years
18440,0.82,True,False,False,PyTorch,59752,< 5 Years
18441,2.7,True,True,False,,20166,< 5 Years
18442,0.58,True,False,False,Scikit-learn,105,< 5 Years
18443,0.0,False,False,False,,57711,< 5 Years
18444,0.98,True,False,False,Scikit-learn,58317,< 5 Years
18445,1.2,True,True,True,Scikit-learn,73303,< 5 Years
18446,2.0,True,False,True,Scikit-learn,65539,< 5 Years
18447,16.1,True,True,True,Scikit-learn,176500,15-20 Years
18448,4.8,True,False,False,Scikit-learn,69697,< 5 Years
18449,8.0,False,False,True,,108677,5-10 Years
18450,0.64,False,False,False,,59584,< 5 Years
18451,4.4,True,False,False,,67871,< 5 Years
18452,2.8,True,False,True,Scikit-learn,906,< 5 Years
18453,4.0,True,False,False,PyTorch,1613,< 5 Years
18454,5.3,True,False,False,Keras,73966,5-10 Years
18455,4.7,True,False,False,Scikit-learn,56709,< 5 Years
18456,0.5,True,False,True,Scikit-learn,67842,< 5 Years
18457,0.45,True,False,True,,11345,< 5 Years
18458,3.9,True,False,False,PyTorch,49918,< 5 Years
18459,4.6,True,True,False,,74279,< 5 Years
18460,4.4,True,True,False,Keras,52453,< 5 Years
18461,0.53,True,False,True,PyTorch,72978,< 5 Years
18462,0.33,True,False,False,Scikit-learn,53073,< 5 Years
18463,8.4,False,False,True,,1739,5-10 Years
18464,2.2,True,False,False,Scikit-learn,205,< 5 Years
18465,18.4,True,True,True,Keras,67894,15-20 Years
18466,2.5,True,False,False,,55520,< 5 Years
18467,4.8,True,False,True,TensorFlow,1186,< 5 Years
18468,4.8,True,False,False,PyTorch,1655,< 5 Years
18469,0.9,True,False,True,,69176,< 5 Years
18470,1.6,True,False,True,Keras,1338,< 5 Years
18471,2.0,True,False,False,,72085,< 5 Years
18472,0.39,True,False,False,,606,< 5 Years
18473,2.6,True,False,False,,51735,< 5 Years
18474,2.4,True,False,False,Scikit-learn,54804,< 5 Years
18475,0.63,True,False,False,TensorFlow,559,< 5 Years
18476,2.3,True,False,True,,65769,< 5 Years
18477,1.3,True,False,False,Scikit-learn,62643,< 5 Years
18478,28.1,True,True,False,,201625,25+ Years
18479,11.7,True,False,False,,56310,10-15 Years
18480,9.1,True,False,False,Scikit-learn,11423,5-10 Years
18481,1.2,True,False,True,,9218,< 5 Years
18482,0.98,True,False,True,Scikit-learn,4977,< 5 Years
18483,16.7,False,False,True,,4556,15-20 Years
18484,14.6,True,False,True,Scikit-learn,180917,10-15 Years
18485,11.3,True,False,True,Scikit-learn,2093,10-15 Years
18486,1.8,True,True,False,Keras,57393,< 5 Years
18487,1.1,True,False,False,PyTorch,76848,< 5 Years
18488,0.36,True,False,True,,3193,< 5 Years
18489,7.9,True,False,True,,245421,5-10 Years
18490,1.3,True,False,False,Scikit-learn,70041,< 5 Years
18491,9.3,True,False,True,Scikit-learn,17366,5-10 Years
18492,1.5,True,False,False,Scikit-learn,66443,< 5 Years
18493,5.3,True,True,False,TensorFlow,69981,5-10 Years
18494,0.63,True,True,False,,52010,< 5 Years
18495,11.3,True,False,False,Keras,6957,10-15 Years
18496,3.7,True,True,False,,66808,< 5 Years
18497,9.7,True,False,False,TensorFlow,74425,5-10 Years
18498,2.7,True,False,False,PyTorch,53162,< 5 Years
18499,16.6,False,True,False,PyTorch,74901,15-20 Years
18500,0.86,True,False,True,Keras,72369,< 5 Years
18501,2.1,True,False,True,PyTorch,73450,< 5 Years
18502,0.37,True,False,False,,51646,< 5 Years
18503,17.4,True,False,True,TensorFlow,26176,15-20 Years
18504,0.0,False,False,False,,20886,< 5 Years
18505,24.5,True,True,False,,1739,20-25 Years
18506,7.8,True,False,True,PyTorch,78048,5-10 Years
18507,1.1,True,False,False,PyTorch,50534,< 5 Years
18508,0.22,True,False,False,Scikit-learn,54353,< 5 Years
18509,1.1,True,False,True,Scikit-learn,54596,< 5 Years
18510,9.8,False,False,False,Scikit-learn,47281,5-10 Years
18511,0.49,True,False,False,Scikit-learn,56334,< 5 Years
18512,2.4,True,False,False,Scikit-learn,946,< 5 Years
18513,0.31,True,False,False,Scikit-learn,9009,< 5 Years
18514,7.9,True,True,False,TensorFlow,44785,5-10 Years
18515,0.87,False,True,True,,4334,< 5 Years
18516,25.5,False,False,False,,2337,25+ Years
18517,8.2,False,False,True,Scikit-learn,18941,5-10 Years
18518,2.1,True,False,True,Scikit-learn,79469,< 5 Years
18519,3.7,True,False,False,TensorFlow,22914,< 5 Years
18520,5.3,True,True,True,TensorFlow,64914,5-10 Years
18521,2.0,True,False,False,Scikit-learn,61018,< 5 Years
18522,0.41,True,False,False,,23662,< 5 Years
18523,3.3,True,False,False,Scikit-learn,5989,< 5 Years
18524,1.1,True,True,True,Scikit-learn,60248,< 5 Years
18525,3.5,True,False,False,Scikit-learn,69936,< 5 Years
18526,1.0,True,True,False,,67969,< 5 Years
18527,3.2,True,False,False,TensorFlow,63129,< 5 Years
18528,0.34,True,False,False,PyTorch,654,< 5 Years
18529,2.5,False,False,False,,822,< 5 Years
18530,3.2,True,False,False,TensorFlow,78821,< 5 Years
18531,0.8,True,False,False,,79579,< 5 Years
18532,2.3,True,False,False,,5271,< 5 Years
18533,2.3,True,False,False,Scikit-learn,66634,< 5 Years
18534,13.2,True,False,False,Scikit-learn,52349,10-15 Years
18535,0.25,True,False,True,Scikit-learn,62540,< 5 Years
18536,0.87,True,False,False,,769,< 5 Years
18537,9.4,True,False,True,Scikit-learn,124280,5-10 Years
18538,0.98,False,True,False,,57529,< 5 Years
18539,3.2,True,False,False,Scikit-learn,56650,< 5 Years
18540,2.7,True,True,False,,63166,< 5 Years
18541,0.37,True,True,False,Scikit-learn,939,< 5 Years
18542,3.0,True,True,True,Keras,20268,< 5 Years
18543,1.8,True,False,True,TensorFlow,176,< 5 Years
18544,3.3,True,False,False,Scikit-learn,267,< 5 Years
18545,26.3,False,True,True,Keras,69833,25+ Years
18546,0.63,True,False,False,Scikit-learn,55208,< 5 Years
18547,0.37,True,False,True,,11342,< 5 Years
18548,2.6,True,False,False,Scikit-learn,52008,< 5 Years
18549,18.9,True,False,False,TensorFlow,8305,15-20 Years
18550,1.3,True,True,False,,62573,< 5 Years
18551,1.6,True,False,False,TensorFlow,1537,< 5 Years
18552,2.3,True,False,False,PyTorch,2623,< 5 Years
18553,2.7,True,False,True,Scikit-learn,7432,< 5 Years
18554,3.1,True,False,True,Scikit-learn,73578,< 5 Years
18555,19.5,True,False,False,Keras,61892,15-20 Years
18556,13.2,True,False,False,Scikit-learn,342531,10-15 Years
18557,4.8,True,False,True,Scikit-learn,4176,< 5 Years
18558,1.3,True,True,True,Scikit-learn,55936,< 5 Years
18559,3.2,True,False,False,Scikit-learn,102887,< 5 Years
18560,0.97,False,True,False,Keras,64238,< 5 Years
18561,0.0,False,False,False,,3145,< 5 Years
18562,0.82,True,True,True,TensorFlow,524,< 5 Years
18563,1.3,True,False,False,TensorFlow,105,< 5 Years
18564,0.99,True,False,False,,66909,< 5 Years
18565,0.92,True,False,False,Scikit-learn,71584,< 5 Years
18566,1.3,True,False,False,Scikit-learn,2104,< 5 Years
18567,0.96,True,False,False,,67710,< 5 Years
18568,6.6,True,False,True,Scikit-learn,84955,5-10 Years
18569,0.49,True,False,False,Scikit-learn,54687,< 5 Years
18570,0.53,True,False,True,Scikit-learn,107958,< 5 Years
18571,2.7,True,False,True,,63473,< 5 Years
18572,2.6,True,False,False,,61899,< 5 Years
18573,10.7,True,False,False,TensorFlow,117450,10-15 Years
18574,1.5,True,False,False,,55320,< 5 Years
18575,0.0,False,False,False,,65128,< 5 Years
18576,4.6,True,False,False,PyTorch,11692,< 5 Years
18577,27.9,True,True,True,TensorFlow,102429,25+ Years
18578,2.6,True,True,False,TensorFlow,12593,< 5 Years
18579,0.99,True,True,False,Scikit-learn,53577,< 5 Years
18580,0.48,True,True,False,,21834,< 5 Years
18581,0.89,True,False,True,Scikit-learn,86,< 5 Years
18582,4.0,True,False,True,PyTorch,1286,< 5 Years
18583,1.7,True,False,False,TensorFlow,11870,< 5 Years
18584,6.0,True,False,False,Keras,40166,5-10 Years
18585,18.6,True,False,True,Scikit-learn,90728,15-20 Years
18586,12.5,True,True,True,PyTorch,83205,10-15 Years
18587,5.1,True,False,True,PyTorch,23746,5-10 Years
18588,8.2,True,True,True,TensorFlow,21725,5-10 Years
18589,3.4,True,False,False,,53937,< 5 Years
18590,5.8,True,False,False,Keras,64401,5-10 Years
18591,11.8,False,False,False,,212799,10-15 Years
18592,20.4,True,False,True,Keras,291442,20-25 Years
18593,4.2,True,True,False,TensorFlow,702,< 5 Years
18594,28.8,True,False,False,PyTorch,73890,25+ Years
18595,0.95,False,False,False,Keras,5318,< 5 Years
18596,2.1,True,True,False,,69114,< 5 Years
18597,1.5,True,False,False,PyTorch,59734,< 5 Years
18598,5.3,True,False,True,Keras,780,5-10 Years
18599,3.6,False,True,False,,206028,< 5 Years
18600,4.4,True,False,False,Scikit-learn,60050,< 5 Years
18601,4.4,True,False,False,PyTorch,70775,< 5 Years
18602,25.4,True,False,False,,67993,25+ Years
18603,1.4,False,False,True,,1404,< 5 Years
18604,0.22,True,False,False,Scikit-learn,59585,< 5 Years
18605,0.65,True,True,True,Scikit-learn,57676,< 5 Years
18606,4.3,True,False,False,TensorFlow,103087,< 5 Years
18607,1.5,True,False,True,Keras,83662,< 5 Years
18608,1.8,True,False,True,Scikit-learn,53017,< 5 Years
18609,9.2,False,True,False,,69313,5-10 Years
18610,2.4,True,False,False,,68465,< 5 Years
18611,0.56,True,False,False,Scikit-learn,23623,< 5 Years
18612,2.3,False,False,True,,52692,< 5 Years
18613,0.79,False,False,False,PyTorch,106,< 5 Years
18614,1.8,True,False,False,TensorFlow,71960,< 5 Years
18615,14.9,True,False,False,Scikit-learn,16944,10-15 Years
18616,0.74,True,False,False,Keras,5055,< 5 Years
18617,1.2,True,False,False,Scikit-learn,54859,< 5 Years
18618,0.35,True,False,True,Scikit-learn,65658,< 5 Years
18619,1.5,True,True,True,Keras,72098,< 5 Years
18620,0.24,True,False,False,,73369,< 5 Years
18621,5.4,False,True,False,,532,5-10 Years
18622,1.4,True,False,False,,686,< 5 Years
18623,2.3,False,False,False,Scikit-learn,931,< 5 Years
18624,3.8,True,False,False,TensorFlow,4079,< 5 Years
18625,22.6,True,False,False,PyTorch,405,20-25 Years
18626,3.2,True,True,True,,66011,< 5 Years
18627,1.1,True,False,False,PyTorch,665,< 5 Years
18628,0.98,True,False,False,,40432,< 5 Years
18629,7.3,True,True,True,TensorFlow,691,5-10 Years
18630,1.6,True,False,True,Scikit-learn,50064,< 5 Years
18631,0.3,True,False,True,,50596,< 5 Years
18632,6.4,True,False,True,TensorFlow,68443,5-10 Years
18633,4.1,True,False,True,,50360,< 5 Years
18634,0.67,True,True,True,TensorFlow,61335,< 5 Years
18635,0.76,True,False,False,Scikit-learn,59529,< 5 Years
18636,4.4,True,False,False,PyTorch,907,< 5 Years
18637,0.0,False,False,False,,59269,< 5 Years
18638,26.6,True,True,True,TensorFlow,96064,25+ Years
18639,2.7,True,False,True,,53398,< 5 Years
18640,0.68,True,True,False,TensorFlow,796,< 5 Years
18641,2.0,True,True,False,TensorFlow,9008,< 5 Years
18642,8.5,True,True,True,Scikit-learn,57292,5-10 Years
18643,3.9,True,False,True,,49080,< 5 Years
18644,2.5,True,False,False,Scikit-learn,55826,< 5 Years
18645,26.0,True,False,True,TensorFlow,73868,25+ Years
18646,1.7,True,False,True,,66182,< 5 Years
18647,0.47,True,True,False,Scikit-learn,5160,< 5 Years
18648,4.0,True,True,True,Scikit-learn,51046,< 5 Years
18649,22.2,True,False,True,TensorFlow,219983,20-25 Years
18650,4.7,True,False,False,Keras,110849,< 5 Years
18651,0.94,True,True,False,PyTorch,10216,< 5 Years
18652,4.6,True,False,True,TensorFlow,20466,< 5 Years
18653,0.6,False,False,True,,53229,< 5 Years
18654,0.84,True,True,True,Scikit-learn,71,< 5 Years
18655,2.9,True,False,True,,235041,< 5 Years
18656,3.0,True,False,True,Scikit-learn,50993,< 5 Years
18657,12.5,True,False,False,Scikit-learn,94941,10-15 Years
18658,0.77,True,False,True,TensorFlow,919,< 5 Years
18659,4.2,True,False,False,TensorFlow,52335,< 5 Years
18660,2.6,True,True,True,,21542,< 5 Years
18661,4.9,True,False,False,Scikit-learn,73111,< 5 Years
18662,2.6,True,False,False,Keras,255,< 5 Years
18663,0.43,True,False,False,Scikit-learn,60151,< 5 Years
18664,0.0,False,False,False,,50248,< 5 Years
18665,2.3,True,True,True,Scikit-learn,2356,< 5 Years
18666,28.1,False,False,True,,94050,25+ Years
18667,8.1,True,False,True,TensorFlow,2348,5-10 Years
18668,1.6,True,False,False,Scikit-learn,284,< 5 Years
18669,0.58,True,False,False,PyTorch,57825,< 5 Years
18670,12.2,False,False,True,Scikit-learn,59304,10-15 Years
18671,26.8,True,False,False,,8277,25+ Years
18672,15.9,True,False,True,Scikit-learn,35170,15-20 Years
18673,2.5,True,False,False,,34309,< 5 Years
18674,16.9,True,False,True,PyTorch,99476,15-20 Years
18675,0.74,True,False,True,,63114,< 5 Years
18676,10.7,True,False,True,Scikit-learn,59854,10-15 Years
18677,8.7,True,False,True,Scikit-learn,4031,5-10 Years
18678,1.7,True,False,False,,235,< 5 Years
18679,2.9,True,False,True,TensorFlow,38521,< 5 Years
18680,11.6,True,False,False,Scikit-learn,75105,10-15 Years
18681,7.7,True,False,False,Keras,63512,5-10 Years
18682,6.9,True,False,False,,619,5-10 Years
18683,0.43,True,False,False,,74354,< 5 Years
18684,9.3,True,False,False,TensorFlow,74742,5-10 Years
18685,2.3,True,False,False,PyTorch,610,< 5 Years
18686,0.4,True,True,True,,57240,< 5 Years
18687,0.34,True,False,False,,56231,< 5 Years
18688,6.4,True,True,True,TensorFlow,83766,5-10 Years
18689,0.57,True,False,False,Keras,32060,< 5 Years
18690,16.3,True,True,False,PyTorch,40671,15-20 Years
18691,1.9,True,True,True,Scikit-learn,231,< 5 Years
18692,2.1,False,True,True,,28744,< 5 Years
18693,1.3,True,False,True,Keras,60072,< 5 Years
18694,0.7,True,False,False,Scikit-learn,68541,< 5 Years
18695,4.1,False,True,False,TensorFlow,257657,< 5 Years
18696,10.0,True,False,False,Scikit-learn,41929,5-10 Years
18697,0.39,True,False,False,,5716,< 5 Years
18698,0.0,False,False,False,,2369,< 5 Years
18699,0.71,True,False,False,Scikit-learn,521,< 5 Years
18700,18.6,True,False,True,Scikit-learn,67702,15-20 Years
18701,1.8,False,True,False,,54667,< 5 Years
18702,0.93,True,True,False,PyTorch,56385,< 5 Years
18703,3.1,True,True,True,Keras,59074,< 5 Years
18704,1.8,False,False,False,,69995,< 5 Years
18705,3.6,True,False,False,Scikit-learn,13575,< 5 Years
18706,3.2,True,False,False,PyTorch,907,< 5 Years
18707,8.7,True,False,True,TensorFlow,1717,5-10 Years
18708,9.4,True,False,True,Scikit-learn,50382,5-10 Years
18709,4.7,True,False,False,Scikit-learn,3830,< 5 Years
18710,21.6,True,False,False,Keras,117210,20-25 Years
18711,2.6,True,False,False,PyTorch,68866,< 5 Years
18712,3.0,True,True,False,TensorFlow,3632,< 5 Years
18713,0.79,True,True,False,TensorFlow,53449,< 5 Years
18714,19.9,True,False,True,,63927,15-20 Years
18715,1.0,True,False,True,TensorFlow,58923,< 5 Years
18716,14.0,True,False,True,Keras,22665,10-15 Years
18717,2.3,True,False,False,,58049,< 5 Years
18718,29.5,False,False,True,Scikit-learn,17740,25+ Years
18719,15.5,True,False,False,TensorFlow,36506,15-20 Years
18720,4.6,True,True,False,,54277,< 5 Years
18721,24.1,False,True,True,Keras,93078,20-25 Years
18722,18.4,False,False,False,Scikit-learn,1166,15-20 Years
18723,20.3,True,False,True,Scikit-learn,192317,20-25 Years
18724,2.4,True,False,False,,52473,< 5 Years
18725,0.37,True,False,False,Scikit-learn,230,< 5 Years
18726,2.4,True,True,True,Scikit-learn,88532,< 5 Years
18727,11.6,True,False,True,PyTorch,83276,10-15 Years
18728,1.0,True,False,False,Scikit-learn,20678,< 5 Years
18729,2.3,True,False,False,Scikit-learn,916,< 5 Years
18730,4.6,True,False,False,Scikit-learn,57856,< 5 Years
18731,25.5,True,True,False,TensorFlow,72163,25+ Years
18732,11.0,True,False,True,Scikit-learn,70948,10-15 Years
18733,0.0,False,False,False,,527,< 5 Years
18734,11.1,True,False,False,,22092,10-15 Years
18735,0.96,True,False,True,PyTorch,72591,< 5 Years
18736,20.2,True,False,False,TensorFlow,45698,20-25 Years
18737,21.4,True,True,True,Scikit-learn,54246,20-25 Years
18738,1.7,True,False,False,Scikit-learn,156,< 5 Years
18739,0.21,False,False,False,,63902,< 5 Years
18740,0.69,True,False,False,Scikit-learn,13965,< 5 Years
18741,1.6,True,False,False,Scikit-learn,64117,< 5 Years
18742,2.4,True,False,False,TensorFlow,60915,< 5 Years
18743,2.2,True,False,True,Keras,10817,< 5 Years
18744,22.2,False,False,False,,60769,20-25 Years
18745,1.8,True,False,True,Scikit-learn,615,< 5 Years
18746,3.3,True,False,True,,54100,< 5 Years
18747,0.68,True,True,False,Scikit-learn,63836,< 5 Years
18748,1.5,True,False,False,,52663,< 5 Years
18749,4.2,True,False,False,,62868,< 5 Years
18750,6.9,True,False,False,,60966,5-10 Years
18751,0.31,True,False,False,,71468,< 5 Years
18752,4.0,True,False,True,Scikit-learn,50050,< 5 Years
18753,2.3,False,True,False,Keras,10921,< 5 Years
18754,0.6,True,True,True,,48995,< 5 Years
18755,27.2,True,False,True,TensorFlow,11224,25+ Years
18756,4.0,True,True,True,TensorFlow,72092,< 5 Years
18757,0.21,True,False,True,Keras,58169,< 5 Years
18758,0.38,False,False,True,,11859,< 5 Years
18759,6.9,True,False,True,,67056,5-10 Years
18760,2.2,True,True,True,,694,< 5 Years
18761,1.9,True,False,True,Scikit-learn,2923,< 5 Years
18762,0.95,True,False,False,,220,< 5 Years
18763,19.9,True,True,True,,2678,15-20 Years
18764,2.3,True,False,True,,67004,< 5 Years
18765,2.6,True,False,True,TensorFlow,62611,< 5 Years
18766,0.27,True,False,False,TensorFlow,2891,< 5 Years
18767,1.4,True,False,False,Keras,814,< 5 Years
18768,21.8,True,False,True,Keras,104752,20-25 Years
18769,2.5,True,True,False,,52951,< 5 Years
18770,6.4,True,False,True,PyTorch,2000,5-10 Years
18771,6.3,True,False,False,Keras,12431,5-10 Years
18772,2.7,True,True,True,Scikit-learn,347,< 5 Years
18773,2.1,True,False,True,Scikit-learn,73791,< 5 Years
18774,0.35,True,False,False,TensorFlow,15703,< 5 Years
18775,2.9,True,False,True,PyTorch,1805,< 5 Years
18776,3.2,True,False,True,Keras,67464,< 5 Years
18777,0.71,True,False,False,,53397,< 5 Years
18778,22.8,True,False,True,PyTorch,84190,20-25 Years
18779,5.8,True,False,True,TensorFlow,318567,5-10 Years
18780,20.5,False,False,True,Scikit-learn,26067,20-25 Years
18781,3.1,False,False,False,Scikit-learn,2641,< 5 Years
18782,0.51,True,False,False,Scikit-learn,71022,< 5 Years
18783,1.4,True,False,True,,60607,< 5 Years
18784,0.58,False,False,True,,514,< 5 Years
18785,4.7,True,False,True,Scikit-learn,779,< 5 Years
18786,21.3,True,False,False,TensorFlow,145666,20-25 Years
18787,6.7,True,False,True,TensorFlow,929,5-10 Years
18788,0.34,True,False,True,Scikit-learn,16,< 5 Years
18789,3.8,True,False,False,Keras,68998,< 5 Years
18790,10.5,True,False,True,Scikit-learn,70609,10-15 Years
18791,28.2,True,False,False,Scikit-learn,47707,25+ Years
18792,9.3,True,False,True,Keras,155833,5-10 Years
18793,6.2,True,False,True,PyTorch,176471,5-10 Years
18794,0.97,True,False,False,,66122,< 5 Years
18795,0.61,False,False,True,Scikit-learn,54867,< 5 Years
18796,2.8,True,False,True,,60043,< 5 Years
18797,25.2,True,True,False,Scikit-learn,47302,25+ Years
18798,1.6,True,False,False,Scikit-learn,51244,< 5 Years
18799,3.6,True,True,True,Scikit-learn,1309,< 5 Years
18800,0.77,True,True,False,,53570,< 5 Years
18801,1.1,True,True,True,Scikit-learn,62145,< 5 Years
18802,8.7,True,False,False,Scikit-learn,51220,5-10 Years
18803,8.4,True,False,True,Keras,42394,5-10 Years
18804,2.0,True,False,False,TensorFlow,735,< 5 Years
18805,2.1,True,False,True,,68635,< 5 Years
18806,2.1,True,True,True,Scikit-learn,78132,< 5 Years
18807,1.6,True,True,True,Scikit-learn,254,< 5 Years
18808,0.62,True,False,False,,59526,< 5 Years
18809,2.4,True,False,True,Scikit-learn,66775,< 5 Years
18810,0.52,False,False,False,,72237,< 5 Years
18811,0.67,True,False,False,,16066,< 5 Years
18812,0.57,True,False,False,Scikit-learn,10436,< 5 Years
18813,1.8,True,False,False,PyTorch,218,< 5 Years
18814,0.38,True,False,False,,67769,< 5 Years
18815,18.0,True,False,True,Scikit-learn,52211,15-20 Years
18816,6.7,True,False,False,PyTorch,11421,5-10 Years
18817,1.8,False,False,False,Scikit-learn,70073,< 5 Years
18818,1.4,True,False,False,Scikit-learn,2256,< 5 Years
18819,4.3,True,False,False,Keras,62189,< 5 Years
18820,1.5,True,False,False,TensorFlow,73261,< 5 Years
18821,1.2,False,False,False,Scikit-learn,61019,< 5 Years
18822,9.7,True,False,True,Keras,119247,5-10 Years
18823,2.9,True,True,True,Scikit-learn,51160,< 5 Years
18824,2.5,False,True,True,Scikit-learn,39321,< 5 Years
18825,2.2,True,True,True,,20816,< 5 Years
18826,0.0,False,False,False,,14815,< 5 Years
18827,9.0,True,False,True,Scikit-learn,25166,5-10 Years
18828,21.9,True,False,False,PyTorch,66177,20-25 Years
18829,1.4,True,False,True,Scikit-learn,64281,< 5 Years
18830,4.8,True,False,False,Scikit-learn,1410,< 5 Years
18831,3.0,True,False,True,Scikit-learn,7187,< 5 Years
18832,6.2,True,False,False,,5086,5-10 Years
18833,10.4,True,False,True,TensorFlow,1204,10-15 Years
18834,0.24,True,False,False,TensorFlow,253,< 5 Years
18835,14.1,True,False,True,Scikit-learn,42745,10-15 Years
18836,0.67,True,False,True,Scikit-learn,60390,< 5 Years
18837,1.5,True,False,True,,63513,< 5 Years
18838,4.2,True,True,True,Scikit-learn,3069,< 5 Years
18839,29.0,True,False,False,,51734,25+ Years
18840,3.6,True,False,False,TensorFlow,42490,< 5 Years
18841,3.0,True,False,False,Scikit-learn,54144,< 5 Years
18842,12.9,True,False,True,Scikit-learn,116003,10-15 Years
18843,3.7,False,False,True,,9,< 5 Years
18844,27.5,False,False,False,Scikit-learn,152768,25+ Years
18845,2.5,True,False,False,Scikit-learn,89645,< 5 Years
18846,1.7,False,True,False,PyTorch,66176,< 5 Years
18847,2.9,True,False,True,Scikit-learn,50337,< 5 Years
18848,0.27,True,True,False,,61968,< 5 Years
18849,17.2,True,False,True,Scikit-learn,10067,15-20 Years
18850,3.2,True,False,False,,60281,< 5 Years
18851,14.1,True,False,True,Scikit-learn,62561,10-15 Years
18852,3.8,True,False,False,Scikit-learn,5274,< 5 Years
18853,7.9,True,True,True,Scikit-learn,84027,5-10 Years
18854,0.89,True,False,True,Scikit-learn,12957,< 5 Years
18855,0.89,True,False,False,Scikit-learn,1564,< 5 Years
18856,1.6,True,False,False,Scikit-learn,61264,< 5 Years
18857,2.1,True,False,False,TensorFlow,52611,< 5 Years
18858,0.46,True,True,False,TensorFlow,3953,< 5 Years
18859,2.9,True,True,True,,58519,< 5 Years
18860,2.1,False,False,True,,59390,< 5 Years
